provincia_iso,fecha,num_casos,num_casos_prueba_pcr,num_casos_prueba_test_ac,num_casos_prueba_otras,num_casos_prueba_desconocida
LE,2020-06-27,1,1,0,0,0
LO,2020-06-27,0,0,0,0,0
LU,2020-06-27,6,5,0,1,0
M,2020-06-27,20,20,0,0,0
MA,2020-06-27,4,4,0,0,0
ME,2020-06-27,0,0,0,0,0
MU,2020-06-27,6,6,0,0,0
NA,2020-06-27,7,7,0,0,0
O,2020-06-27,0,0,0,0,0
OR,2020-06-27,0,0,0,0,0
P,2020-06-27,2,2,0,0,0
PM,2020-06-27,5,5,0,0,0
PO,2020-06-27,2,2,0,0,0
S,2020-06-27,2,2,0,0,0
SA,2020-06-27,0,0,0,0,0
SE,2020-06-27,0,0,0,0,0
SG,2020-06-27,2,2,0,0,0
SO,2020-06-27,1,1,0,0,0
SS,2020-06-27,1,1,0,0,0
T,2020-06-27,1,1,0,0,0
TE,2020-06-27,0,0,0,0,0
TF,2020-06-27,0,0,0,0,0
TO,2020-06-27,5,5,0,0,0
V,2020-06-27,7,7,0,0,0
VA,2020-06-27,4,4,0,0,0
VI,2020-06-27,1,1,0,0,0
Z,2020-06-27,31,30,0,1,0
ZA,2020-06-27,0,0,0,0,0
A,2020-06-28,2,2,0,0,0
AB,2020-06-28,2,1,0,1,0
AL,2020-06-28,1,1,0,0,0
AV,2020-06-28,0,0,0,0,0
B,2020-06-28,45,44,0,1,0
BA,2020-06-28,3,3,0,0,0
BI,2020-06-28,1,1,0,0,0
BU,2020-06-28,0,0,0,0,0
C,2020-06-28,1,1,0,0,0
CA,2020-06-28,0,0,0,0,0
CC,2020-06-28,0,0,0,0,0
CE,2020-06-28,0,0,0,0,0
CO,2020-06-28,0,0,0,0,0
CR,2020-06-28,5,5,0,0,0
CS,2020-06-28,7,7,0,0,0
CU,2020-06-28,1,1,0,0,0
GC,2020-06-28,0,0,0,0,0
GI,2020-06-28,3,3,0,0,0
GR,2020-06-28,12,12,0,0,0
GU,2020-06-28,0,0,0,0,0
H,2020-06-28,0,0,0,0,0
HU,2020-06-28,8,8,0,0,0
J,2020-06-28,1,1,0,0,0
L,2020-06-28,56,56,0,0,0
LE,2020-06-28,0,0,0,0,0
LO,2020-06-28,2,2,0,0,0
LU,2020-06-28,9,9,0,0,0
M,2020-06-28,30,30,0,0,0
MA,2020-06-28,12,12,0,0,0
ME,2020-06-28,0,0,0,0,0
MU,2020-06-28,3,3,0,0,0
NA,2020-06-28,2,2,0,0,0
O,2020-06-28,0,0,0,0,0
OR,2020-06-28,1,1,0,0,0
P,2020-06-28,2,2,0,0,0
PM,2020-06-28,5,5,0,0,0
PO,2020-06-28,0,0,0,0,0
S,2020-06-28,0,0,0,0,0
SA,2020-06-28,0,0,0,0,0
SE,2020-06-28,0,0,0,0,0
SG,2020-06-28,0,0,0,0,0
SO,2020-06-28,1,1,0,0,0
SS,2020-06-28,3,3,0,0,0
T,2020-06-28,1,1,0,0,0
TE,2020-06-28,0,0,0,0,0
TF,2020-06-28,0,0,0,0,0
TO,2020-06-28,5,5,0,0,0
V,2020-06-28,4,4,0,0,0
VA,2020-06-28,1,1,0,0,0
VI,2020-06-28,2,2,0,0,0
Z,2020-06-28,9,8,0,0,1
ZA,2020-06-28,0,0,0,0,0
A,2020-06-29,2,2,0,0,0
AB,2020-06-29,1,1,0,0,0
AL,2020-06-29,4,4,0,0,0
AV,2020-06-29,0,0,0,0,0
B,2020-06-29,92,76,0,16,0
BA,2020-06-29,5,5,0,0,0
BI,2020-06-29,2,2,0,0,0
BU,2020-06-29,1,1,0,0,0
C,2020-06-29,1,1,0,0,0
CA,2020-06-29,3,3,0,0,0
CC,2020-06-29,1,1,0,0,0
CE,2020-06-29,0,0,0,0,0
CO,2020-06-29,1,1,0,0,0
CR,2020-06-29,2,2,0,0,0
CS,2020-06-29,3,3,0,0,0
CU,2020-06-29,0,0,0,0,0
GC,2020-06-29,0,0,0,0,0
GI,2020-06-29,9,9,0,0,0
GR,2020-06-29,11,11,0,0,0
GU,2020-06-29,5,5,0,0,0
H,2020-06-29,0,0,0,0,0
HU,2020-06-29,13,12,0,0,1
J,2020-06-29,0,0,0,0,0
L,2020-06-29,75,75,0,0,0
LE,2020-06-29,2,2,0,0,0
LO,2020-06-29,1,1,0,0,0
LU,2020-06-29,7,7,0,0,0
M,2020-06-29,49,49,0,0,0
MA,2020-06-29,2,2,0,0,0
ME,2020-06-29,0,0,0,0,0
MU,2020-06-29,10,10,0,0,0
NA,2020-06-29,1,1,0,0,0
O,2020-06-29,1,1,0,0,0
OR,2020-06-29,0,0,0,0,0
P,2020-06-29,0,0,0,0,0
PM,2020-06-29,9,9,0,0,0
PO,2020-06-29,0,0,0,0,0
S,2020-06-29,0,0,0,0,0
SA,2020-06-29,0,0,0,0,0
SE,2020-06-29,1,1,0,0,0
SG,2020-06-29,5,5,0,0,0
SO,2020-06-29,0,0,0,0,0
SS,2020-06-29,3,3,0,0,0
T,2020-06-29,4,3,0,1,0
TE,2020-06-29,0,0,0,0,0
TF,2020-06-29,0,0,0,0,0
TO,2020-06-29,5,5,0,0,0
V,2020-06-29,12,12,0,0,0
VA,2020-06-29,3,3,0,0,0
VI,2020-06-29,3,3,0,0,0
Z,2020-06-29,12,12,0,0,0
ZA,2020-06-29,0,0,0,0,0
A,2020-06-30,3,3,0,0,0
AB,2020-06-30,0,0,0,0,0
AL,2020-06-30,5,5,0,0,0
AV,2020-06-30,1,1,0,0,0
B,2020-06-30,79,64,0,14,1
BA,2020-06-30,7,7,0,0,0
BI,2020-06-30,3,3,0,0,0
BU,2020-06-30,0,0,0,0,0
C,2020-06-30,1,1,0,0,0
CA,2020-06-30,1,1,0,0,0
CC,2020-06-30,0,0,0,0,0
CE,2020-06-30,0,0,0,0,0
CO,2020-06-30,0,0,0,0,0
CR,2020-06-30,5,5,0,0,0
CS,2020-06-30,4,4,0,0,0
CU,2020-06-30,1,1,0,0,0
GC,2020-06-30,5,5,0,0,0
GI,2020-06-30,7,6,0,0,1
GR,2020-06-30,15,15,0,0,0
GU,2020-06-30,3,3,0,0,0
H,2020-06-30,0,0,0,0,0
HU,2020-06-30,23,23,0,0,0
J,2020-06-30,1,0,0,1,0
L,2020-06-30,92,92,0,0,0
LE,2020-06-30,0,0,0,0,0
LO,2020-06-30,0,0,0,0,0
LU,2020-06-30,20,20,0,0,0
M,2020-06-30,63,63,0,0,0
MA,2020-06-30,4,4,0,0,0
ME,2020-06-30,0,0,0,0,0
MU,2020-06-30,3,3,0,0,0
NA,2020-06-30,3,3,0,0,0
O,2020-06-30,0,0,0,0,0
OR,2020-06-30,0,0,0,0,0
P,2020-06-30,0,0,0,0,0
PM,2020-06-30,3,3,0,0,0
PO,2020-06-30,1,1,0,0,0
S,2020-06-30,1,1,0,0,0
SA,2020-06-30,4,4,0,0,0
SE,2020-06-30,0,0,0,0,0
SG,2020-06-30,2,2,0,0,0
SO,2020-06-30,3,3,0,0,0
SS,2020-06-30,7,7,0,0,0
T,2020-06-30,6,4,0,2,0
TE,2020-06-30,4,4,0,0,0
TF,2020-06-30,0,0,0,0,0
TO,2020-06-30,3,3,0,0,0
V,2020-06-30,10,10,0,0,0
VA,2020-06-30,3,3,0,0,0
VI,2020-06-30,5,5,0,0,0
Z,2020-06-30,10,10,0,0,0
ZA,2020-06-30,0,0,0,0,0
A,2020-07-01,5,5,0,0,0
AB,2020-07-01,0,0,0,0,0
AL,2020-07-01,3,3,0,0,0
AV,2020-07-01,1,1,0,0,0
B,2020-07-01,152,130,0,22,0
BA,2020-07-01,8,8,0,0,0
BI,2020-07-01,4,4,0,0,0
BU,2020-07-01,0,0,0,0,0
C,2020-07-01,0,0,0,0,0
CA,2020-07-01,1,1,0,0,0
CC,2020-07-01,1,1,0,0,0
CE,2020-07-01,0,0,0,0,0
CO,2020-07-01,2,2,0,0,0
CR,2020-07-01,8,8,0,0,0
CS,2020-07-01,3,3,0,0,0
CU,2020-07-01,0,0,0,0,0
GC,2020-07-01,8,8,0,0,0
GI,2020-07-01,13,13,0,0,0
GR,2020-07-01,12,12,0,0,0
GU,2020-07-01,2,2,0,0,0
H,2020-07-01,0,0,0,0,0
HU,2020-07-01,21,21,0,0,0
J,2020-07-01,1,1,0,0,0
L,2020-07-01,130,130,0,0,0
LE,2020-07-01,0,0,0,0,0
LO,2020-07-01,0,0,0,0,0
LU,2020-07-01,10,10,0,0,0
M,2020-07-01,62,62,0,0,0
MA,2020-07-01,1,1,0,0,0
ME,2020-07-01,0,0,0,0,0
MU,2020-07-01,5,5,0,0,0
NA,2020-07-01,6,6,0,0,0
O,2020-07-01,1,1,0,0,0
OR,2020-07-01,1,1,0,0,0
P,2020-07-01,0,0,0,0,0
PM,2020-07-01,4,4,0,0,0
PO,2020-07-01,1,1,0,0,0
S,2020-07-01,1,1,0,0,0
SA,2020-07-01,0,0,0,0,0
SE,2020-07-01,3,3,0,0,0
SG,2020-07-01,2,1,0,1,0
SO,2020-07-01,2,2,0,0,0
SS,2020-07-01,3,3,0,0,0
T,2020-07-01,3,3,0,0,0
TE,2020-07-01,3,3,0,0,0
TF,2020-07-01,0,0,0,0,0
TO,2020-07-01,9,9,0,0,0
V,2020-07-01,14,14,0,0,0
VA,2020-07-01,2,2,0,0,0
VI,2020-07-01,0,0,0,0,0
Z,2020-07-01,12,12,0,0,0
ZA,2020-07-01,1,1,0,0,0
A,2020-07-02,5,5,0,0,0
AB,2020-07-02,1,1,0,0,0
AL,2020-07-02,4,4,0,0,0
AV,2020-07-02,0,0,0,0,0
B,2020-07-02,115,94,0,21,0
BA,2020-07-02,3,3,0,0,0
BI,2020-07-02,4,4,0,0,0
BU,2020-07-02,0,0,0,0,0
C,2020-07-02,2,2,0,0,0
CA,2020-07-02,3,3,0,0,0
CC,2020-07-02,1,1,0,0,0
CE,2020-07-02,0,0,0,0,0
CO,2020-07-02,0,0,0,0,0
CR,2020-07-02,7,7,0,0,0
CS,2020-07-02,0,0,0,0,0
CU,2020-07-02,0,0,0,0,0
GC,2020-07-02,1,1,0,0,0
GI,2020-07-02,10,10,0,0,0
GR,2020-07-02,5,5,0,0,0
GU,2020-07-02,4,4,0,0,0
H,2020-07-02,0,0,0,0,0
HU,2020-07-02,11,11,0,0,0
J,2020-07-02,0,0,0,0,0
L,2020-07-02,108,108,0,0,0
LE,2020-07-02,2,2,0,0,0
LO,2020-07-02,0,0,0,0,0
LU,2020-07-02,21,21,0,0,0
M,2020-07-02,44,44,0,0,0
MA,2020-07-02,2,2,0,0,0
ME,2020-07-02,0,0,0,0,0
MU,2020-07-02,2,2,0,0,0
NA,2020-07-02,4,4,0,0,0
O,2020-07-02,0,0,0,0,0
OR,2020-07-02,1,1,0,0,0
P,2020-07-02,1,1,0,0,0
PM,2020-07-02,3,3,0,0,0
PO,2020-07-02,0,0,0,0,0
S,2020-07-02,0,0,0,0,0
SA,2020-07-02,0,0,0,0,0
SE,2020-07-02,0,0,0,0,0
SG,2020-07-02,4,4,0,0,0
SO,2020-07-02,0,0,0,0,0
SS,2020-07-02,2,2,0,0,0
T,2020-07-02,7,6,0,0,1
TE,2020-07-02,0,0,0,0,0
TF,2020-07-02,0,0,0,0,0
TO,2020-07-02,2,2,0,0,0
V,2020-07-02,18,18,0,0,0
VA,2020-07-02,2,2,0,0,0
VI,2020-07-02,2,2,0,0,0
Z,2020-07-02,11,11,0,0,0
ZA,2020-07-02,0,0,0,0,0
A,2020-07-03,1,1,0,0,0
AB,2020-07-03,3,3,0,0,0
AL,2020-07-03,9,9,0,0,0
AV,2020-07-03,1,1,0,0,0
B,2020-07-03,139,131,0,8,0
BA,2020-07-03,4,4,0,0,0
BI,2020-07-03,4,4,0,0,0
BU,2020-07-03,0,0,0,0,0
C,2020-07-03,1,1,0,0,0
CA,2020-07-03,0,0,0,0,0
CC,2020-07-03,4,4,0,0,0
CE,2020-07-03,0,0,0,0,0
CO,2020-07-03,3,3,0,0,0
CR,2020-07-03,10,10,0,0,0
CS,2020-07-03,4,4,0,0,0
CU,2020-07-03,0,0,0,0,0
GC,2020-07-03,4,4,0,0,0
GI,2020-07-03,10,10,0,0,0
GR,2020-07-03,11,11,0,0,0
GU,2020-07-03,2,2,0,0,0
H,2020-07-03,0,0,0,0,0
HU,2020-07-03,16,16,0,0,0
J,2020-07-03,0,0,0,0,0
L,2020-07-03,122,122,0,0,0
LE,2020-07-03,4,4,0,0,0
LO,2020-07-03,0,0,0,0,0
LU,2020-07-03,29,29,0,0,0
M,2020-07-03,76,76,0,0,0
MA,2020-07-03,3,3,0,0,0
ME,2020-07-03,0,0,0,0,0
MU,2020-07-03,3,3,0,0,0
NA,2020-07-03,7,7,0,0,0
O,2020-07-03,0,0,0,0,0
OR,2020-07-03,0,0,0,0,0
P,2020-07-03,0,0,0,0,0
PM,2020-07-03,4,4,0,0,0
PO,2020-07-03,1,1,0,0,0
S,2020-07-03,3,3,0,0,0
SA,2020-07-03,1,1,0,0,0
SE,2020-07-03,1,1,0,0,0
SG,2020-07-03,2,2,0,0,0
SO,2020-07-03,1,1,0,0,0
SS,2020-07-03,6,6,0,0,0
T,2020-07-03,5,5,0,0,0
TE,2020-07-03,4,4,0,0,0
TF,2020-07-03,0,0,0,0,0
TO,2020-07-03,6,6,0,0,0
V,2020-07-03,9,9,0,0,0
VA,2020-07-03,1,1,0,0,0
VI,2020-07-03,3,3,0,0,0
Z,2020-07-03,24,24,0,0,0
ZA,2020-07-03,1,1,0,0,0
A,2020-07-04,0,0,0,0,0
AB,2020-07-04,0,0,0,0,0
AL,2020-07-04,8,8,0,0,0
AV,2020-07-04,1,1,0,0,0
B,2020-07-04,102,102,0,0,0
BA,2020-07-04,4,4,0,0,0
BI,2020-07-04,2,2,0,0,0
BU,2020-07-04,1,1,0,0,0
C,2020-07-04,1,1,0,0,0
CA,2020-07-04,3,3,0,0,0
CC,2020-07-04,0,0,0,0,0
CE,2020-07-04,0,0,0,0,0
CO,2020-07-04,0,0,0,0,0
CR,2020-07-04,5,5,0,0,0
CS,2020-07-04,1,1,0,0,0
CU,2020-07-04,0,0,0,0,0
GC,2020-07-04,2,2,0,0,0
GI,2020-07-04,7,7,0,0,0
GR,2020-07-04,11,11,0,0,0
GU,2020-07-04,1,1,0,0,0
H,2020-07-04,0,0,0,0,0
HU,2020-07-04,17,17,0,0,0
J,2020-07-04,0,0,0,0,0
L,2020-07-04,135,135,0,0,0
LE,2020-07-04,0,0,0,0,0
LO,2020-07-04,0,0,0,0,0
LU,2020-07-04,16,16,0,0,0
M,2020-07-04,27,27,0,0,0
MA,2020-07-04,3,3,0,0,0
ME,2020-07-04,0,0,0,0,0
MU,2020-07-04,6,6,0,0,0
NA,2020-07-04,5,5,0,0,0
O,2020-07-04,0,0,0,0,0
OR,2020-07-04,0,0,0,0,0
P,2020-07-04,0,0,0,0,0
PM,2020-07-04,3,3,0,0,0
PO,2020-07-04,0,0,0,0,0
S,2020-07-04,0,0,0,0,0
SA,2020-07-04,0,0,0,0,0
SE,2020-07-04,0,0,0,0,0
SG,2020-07-04,3,3,0,0,0
SO,2020-07-04,0,0,0,0,0
SS,2020-07-04,2,2,0,0,0
T,2020-07-04,9,8,0,1,0
TE,2020-07-04,0,0,0,0,0
TF,2020-07-04,2,2,0,0,0
TO,2020-07-04,4,4,0,0,0
V,2020-07-04,5,5,0,0,0
VA,2020-07-04,2,2,0,0,0
VI,2020-07-04,3,3,0,0,0
Z,2020-07-04,15,14,0,0,1
ZA,2020-07-04,0,0,0,0,0
A,2020-07-05,3,3,0,0,0
AB,2020-07-05,0,0,0,0,0
AL,2020-07-05,3,3,0,0,0
AV,2020-07-05,0,0,0,0,0
B,2020-07-05,126,126,0,0,0
BA,2020-07-05,6,6,0,0,0
BI,2020-07-05,4,4,0,0,0
BU,2020-07-05,1,1,0,0,0
C,2020-07-05,1,1,0,0,0
CA,2020-07-05,0,0,0,0,0
CC,2020-07-05,0,0,0,0,0
CE,2020-07-05,0,0,0,0,0
CO,2020-07-05,0,0,0,0,0
CR,2020-07-05,2,2,0,0,0
CS,2020-07-05,4,4,0,0,0
CU,2020-07-05,0,0,0,0,0
GC,2020-07-05,1,1,0,0,0
GI,2020-07-05,8,8,0,0,0
GR,2020-07-05,8,8,0,0,0
GU,2020-07-05,2,2,0,0,0
H,2020-07-05,1,1,0,0,0
HU,2020-07-05,12,12,0,0,0
J,2020-07-05,1,1,0,0,0
L,2020-07-05,117,117,0,0,0
LE,2020-07-05,0,0,0,0,0
LO,2020-07-05,1,1,0,0,0
LU,2020-07-05,10,10,0,0,0
M,2020-07-05,32,32,0,0,0
MA,2020-07-05,3,3,0,0,0
ME,2020-07-05,0,0,0,0,0
MU,2020-07-05,7,7,0,0,0
NA,2020-07-05,1,1,0,0,0
O,2020-07-05,0,0,0,0,0
OR,2020-07-05,1,1,0,0,0
P,2020-07-05,0,0,0,0,0
PM,2020-07-05,3,3,0,0,0
PO,2020-07-05,0,0,0,0,0
S,2020-07-05,2,2,0,0,0
SA,2020-07-05,1,1,0,0,0
SE,2020-07-05,0,0,0,0,0
SG,2020-07-05,0,0,0,0,0
SO,2020-07-05,0,0,0,0,0
SS,2020-07-05,11,11,0,0,0
T,2020-07-05,6,6,0,0,0
TE,2020-07-05,1,1,0,0,0
TF,2020-07-05,0,0,0,0,0
TO,2020-07-05,1,1,0,0,0
V,2020-07-05,4,4,0,0,0
VA,2020-07-05,1,1,0,0,0
VI,2020-07-05,2,2,0,0,0
Z,2020-07-05,24,24,0,0,0
ZA,2020-07-05,0,0,0,0,0
A,2020-07-06,4,4,0,0,0
AB,2020-07-06,0,0,0,0,0
AL,2020-07-06,2,2,0,0,0
AV,2020-07-06,0,0,0,0,0
B,2020-07-06,187,187,0,0,0
BA,2020-07-06,2,1,0,1,0
BI,2020-07-06,6,6,0,0,0
BU,2020-07-06,2,2,0,0,0
C,2020-07-06,1,1,0,0,0
CA,2020-07-06,0,0,0,0,0
CC,2020-07-06,0,0,0,0,0
CE,2020-07-06,0,0,0,0,0
CO,2020-07-06,1,1,0,0,0
CR,2020-07-06,9,9,0,0,0
CS,2020-07-06,3,3,0,0,0
CU,2020-07-06,1,1,0,0,0
GC,2020-07-06,2,2,0,0,0
GI,2020-07-06,16,16,0,0,0
GR,2020-07-06,14,14,0,0,0
GU,2020-07-06,4,4,0,0,0
H,2020-07-06,1,1,0,0,0
HU,2020-07-06,24,24,0,0,0
J,2020-07-06,0,0,0,0,0
L,2020-07-06,156,156,0,0,0
LE,2020-07-06,4,4,0,0,0
LO,2020-07-06,0,0,0,0,0
LU,2020-07-06,13,13,0,0,0
M,2020-07-06,60,60,0,0,0
MA,2020-07-06,3,3,0,0,0
ME,2020-07-06,0,0,0,0,0
MU,2020-07-06,8,8,0,0,0
NA,2020-07-06,12,12,0,0,0
O,2020-07-06,0,0,0,0,0
OR,2020-07-06,0,0,0,0,0
P,2020-07-06,1,1,0,0,0
PM,2020-07-06,4,3,1,0,0
PO,2020-07-06,4,4,0,0,0
S,2020-07-06,0,0,0,0,0
SA,2020-07-06,2,2,0,0,0
SE,2020-07-06,2,2,0,0,0
SG,2020-07-06,1,1,0,0,0
SO,2020-07-06,1,1,0,0,0
SS,2020-07-06,26,26,0,0,0
T,2020-07-06,13,12,0,0,1
TE,2020-07-06,7,7,0,0,0
TF,2020-07-06,1,1,0,0,0
TO,2020-07-06,5,5,0,0,0
V,2020-07-06,16,16,0,0,0
VA,2020-07-06,3,2,0,1,0
VI,2020-07-06,0,0,0,0,0
Z,2020-07-06,42,42,0,0,0
ZA,2020-07-06,0,0,0,0,0
A,2020-07-07,4,4,0,0,0
AB,2020-07-07,0,0,0,0,0
AL,2020-07-07,5,5,0,0,0
AV,2020-07-07,0,0,0,0,0
B,2020-07-07,216,215,0,1,0
BA,2020-07-07,15,15,0,0,0
BI,2020-07-07,4,4,0,0,0
BU,2020-07-07,1,1,0,0,0
C,2020-07-07,0,0,0,0,0
CA,2020-07-07,2,2,0,0,0
CC,2020-07-07,1,1,0,0,0
CE,2020-07-07,0,0,0,0,0
CO,2020-07-07,2,2,0,0,0
CR,2020-07-07,11,11,0,0,0
CS,2020-07-07,3,3,0,0,0
CU,2020-07-07,0,0,0,0,0
GC,2020-07-07,1,1,0,0,0
GI,2020-07-07,23,23,0,0,0
GR,2020-07-07,13,13,0,0,0
GU,2020-07-07,2,2,0,0,0
H,2020-07-07,0,0,0,0,0
HU,2020-07-07,32,32,0,0,0
J,2020-07-07,1,1,0,0,0
L,2020-07-07,179,178,0,1,0
LE,2020-07-07,1,1,0,0,0
LO,2020-07-07,3,3,0,0,0
LU,2020-07-07,34,34,0,0,0
M,2020-07-07,58,58,0,0,0
MA,2020-07-07,7,7,0,0,0
ME,2020-07-07,0,0,0,0,0
MU,2020-07-07,13,13,0,0,0
NA,2020-07-07,13,13,0,0,0
O,2020-07-07,0,0,0,0,0
OR,2020-07-07,0,0,0,0,0
P,2020-07-07,0,0,0,0,0
PM,2020-07-07,1,1,0,0,0
PO,2020-07-07,1,1,0,0,0
S,2020-07-07,1,1,0,0,0
SA,2020-07-07,1,1,0,0,0
SE,2020-07-07,2,2,0,0,0
SG,2020-07-07,2,2,0,0,0
SO,2020-07-07,1,0,0,1,0
SS,2020-07-07,20,20,0,0,0
T,2020-07-07,13,13,0,0,0
TE,2020-07-07,8,8,0,0,0
TF,2020-07-07,1,1,0,0,0
TO,2020-07-07,1,1,0,0,0
V,2020-07-07,18,18,0,0,0
VA,2020-07-07,2,2,0,0,0
VI,2020-07-07,7,7,0,0,0
Z,2020-07-07,50,46,0,0,4
ZA,2020-07-07,0,0,0,0,0
A,2020-07-08,9,9,0,0,0
AB,2020-07-08,0,0,0,0,0
AL,2020-07-08,17,17,0,0,0
AV,2020-07-08,0,0,0,0,0
B,2020-07-08,230,230,0,0,0
BA,2020-07-08,5,5,0,0,0
BI,2020-07-08,16,16,0,0,0
BU,2020-07-08,3,3,0,0,0
C,2020-07-08,2,2,0,0,0
CA,2020-07-08,3,3,0,0,0
CC,2020-07-08,1,1,0,0,0
CE,2020-07-08,0,0,0,0,0
CO,2020-07-08,1,1,0,0,0
CR,2020-07-08,13,13,0,0,0
CS,2020-07-08,3,3,0,0,0
CU,2020-07-08,1,1,0,0,0
GC,2020-07-08,8,8,0,0,0
GI,2020-07-08,28,28,0,0,0
GR,2020-07-08,25,25,0,0,0
GU,2020-07-08,1,1,0,0,0
H,2020-07-08,0,0,0,0,0
HU,2020-07-08,19,19,0,0,0
J,2020-07-08,2,2,0,0,0
L,2020-07-08,207,207,0,0,0
LE,2020-07-08,1,1,0,0,0
LO,2020-07-08,5,5,0,0,0
LU,2020-07-08,18,18,0,0,0
M,2020-07-08,81,81,0,0,0
MA,2020-07-08,7,7,0,0,0
ME,2020-07-08,0,0,0,0,0
MU,2020-07-08,16,16,0,0,0
NA,2020-07-08,7,7,0,0,0
O,2020-07-08,2,2,0,0,0
OR,2020-07-08,2,2,0,0,0
P,2020-07-08,1,1,0,0,0
PM,2020-07-08,4,4,0,0,0
PO,2020-07-08,2,2,0,0,0
S,2020-07-08,2,2,0,0,0
SA,2020-07-08,1,1,0,0,0
SE,2020-07-08,0,0,0,0,0
SG,2020-07-08,2,1,0,1,0
SO,2020-07-08,1,1,0,0,0
SS,2020-07-08,15,15,0,0,0
T,2020-07-08,11,11,0,0,0
TE,2020-07-08,3,3,0,0,0
TF,2020-07-08,0,0,0,0,0
TO,2020-07-08,3,3,0,0,0
V,2020-07-08,17,17,0,0,0
VA,2020-07-08,2,2,0,0,0
VI,2020-07-08,6,6,0,0,0
Z,2020-07-08,54,53,0,0,1
ZA,2020-07-08,0,0,0,0,0
A,2020-07-09,6,6,0,0,0
AB,2020-07-09,1,1,0,0,0
AL,2020-07-09,9,9,0,0,0
AV,2020-07-09,1,1,0,0,0
B,2020-07-09,240,240,0,0,0
BA,2020-07-09,22,22,0,0,0
BI,2020-07-09,12,12,0,0,0
BU,2020-07-09,0,0,0,0,0
C,2020-07-09,1,1,0,0,0
CA,2020-07-09,2,2,0,0,0
CC,2020-07-09,1,1,0,0,0
CE,2020-07-09,0,0,0,0,0
CO,2020-07-09,0,0,0,0,0
CR,2020-07-09,14,14,0,0,0
CS,2020-07-09,2,2,0,0,0
CU,2020-07-09,2,2,0,0,0
GC,2020-07-09,5,5,0,0,0
GI,2020-07-09,31,31,0,0,0
GR,2020-07-09,19,19,0,0,0
GU,2020-07-09,2,2,0,0,0
H,2020-07-09,0,0,0,0,0
HU,2020-07-09,20,20,0,0,0
J,2020-07-09,1,1,0,0,0
L,2020-07-09,219,219,0,0,0
LE,2020-07-09,0,0,0,0,0
LO,2020-07-09,1,1,0,0,0
LU,2020-07-09,13,13,0,0,0
M,2020-07-09,80,80,0,0,0
MA,2020-07-09,5,5,0,0,0
ME,2020-07-09,0,0,0,0,0
MU,2020-07-09,6,6,0,0,0
NA,2020-07-09,29,29,0,0,0
O,2020-07-09,0,0,0,0,0
OR,2020-07-09,1,1,0,0,0
P,2020-07-09,0,0,0,0,0
PM,2020-07-09,6,6,0,0,0
PO,2020-07-09,1,1,0,0,0
S,2020-07-09,1,1,0,0,0
SA,2020-07-09,0,0,0,0,0
SE,2020-07-09,0,0,0,0,0
SG,2020-07-09,1,1,0,0,0
SO,2020-07-09,2,2,0,0,0
SS,2020-07-09,16,16,0,0,0
T,2020-07-09,17,16,0,0,1
TE,2020-07-09,1,1,0,0,0
TF,2020-07-09,3,3,0,0,0
TO,2020-07-09,6,6,0,0,0
V,2020-07-09,19,19,0,0,0
VA,2020-07-09,4,4,0,0,0
VI,2020-07-09,6,6,0,0,0
Z,2020-07-09,64,64,0,0,0
ZA,2020-07-09,0,0,0,0,0
A,2020-07-10,4,4,0,0,0
AB,2020-07-10,1,1,0,0,0
AL,2020-07-10,29,29,0,0,0
AV,2020-07-10,1,1,0,0,0
B,2020-07-10,361,361,0,0,0
BA,2020-07-10,45,45,0,0,0
BI,2020-07-10,9,9,0,0,0
BU,2020-07-10,1,1,0,0,0
C,2020-07-10,0,0,0,0,0
CA,2020-07-10,1,1,0,0,0
CC,2020-07-10,0,0,0,0,0
CE,2020-07-10,0,0,0,0,0
CO,2020-07-10,0,0,0,0,0
CR,2020-07-10,14,14,0,0,0
CS,2020-07-10,2,2,0,0,0
CU,2020-07-10,0,0,0,0,0
GC,2020-07-10,2,2,0,0,0
GI,2020-07-10,37,37,0,0,0
GR,2020-07-10,14,14,0,0,0
GU,2020-07-10,4,4,0,0,0
H,2020-07-10,1,1,0,0,0
HU,2020-07-10,31,29,0,0,2
J,2020-07-10,1,1,0,0,0
L,2020-07-10,232,231,0,1,0
LE,2020-07-10,2,2,0,0,0
LO,2020-07-10,10,10,0,0,0
LU,2020-07-10,6,6,0,0,0
M,2020-07-10,70,70,0,0,0
MA,2020-07-10,12,12,0,0,0
ME,2020-07-10,0,0,0,0,0
MU,2020-07-10,9,9,0,0,0
NA,2020-07-10,20,20,0,0,0
O,2020-07-10,2,2,0,0,0
OR,2020-07-10,0,0,0,0,0
P,2020-07-10,0,0,0,0,0
PM,2020-07-10,8,8,0,0,0
PO,2020-07-10,1,1,0,0,0
S,2020-07-10,1,1,0,0,0
SA,2020-07-10,0,0,0,0,0
SE,2020-07-10,2,2,0,0,0
SG,2020-07-10,2,2,0,0,0
SO,2020-07-10,1,1,0,0,0
SS,2020-07-10,14,14,0,0,0
T,2020-07-10,13,13,0,0,0
TE,2020-07-10,2,2,0,0,0
TF,2020-07-10,1,1,0,0,0
TO,2020-07-10,5,5,0,0,0
V,2020-07-10,26,26,0,0,0
VA,2020-07-10,7,6,0,1,0
VI,2020-07-10,2,2,0,0,0
Z,2020-07-10,93,93,0,0,0
